"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 19:08:10 UTC 2024","Sun Jan 21 19:09:05 UTC 2024","54937","","Place Library shape Tests","","Place Library shape Tests","3D110003 | Validate Plates title and library under Plates option is loaded for existing Design. | Abhishek Benni","3D110003 | Validate Plates title and library under Plates option is loaded for existing Design. | Abhishek Benni",""
"passed","Sun Jan 21 19:59:06 UTC 2024","Sun Jan 21 20:01:13 UTC 2024","126913","","Sketch command tests","","Sketch command tests","3D015019 | Validate sketch mode in SHM mode | Prasen Rokade","3D015019 | Validate sketch mode in SHM mode | Prasen Rokade",""
"passed","Sun Jan 21 18:46:34 UTC 2024","Sun Jan 21 18:48:24 UTC 2024","109227","","Create Hole command tests","","Create Hole command tests","3D035009 | Verify Simple hole Creation with Hole extent as Until Next | Prakash Sutar","3D035009 | Verify Simple hole Creation with Hole extent as Until Next | Prakash Sutar",""
"passed","Sun Jan 21 20:04:39 UTC 2024","Sun Jan 21 20:06:13 UTC 2024","94332","","Edit Dimension tests","","Edit Dimension tests","3D077502 | Validate Edit Dimension dialog for default values | Mangesh Nikam","3D077502 | Validate Edit Dimension dialog for default values | Mangesh Nikam",""
"passed","Sun Jan 21 20:41:31 UTC 2024","Sun Jan 21 20:43:29 UTC 2024","118237","","Appearence library tests","","Appearence library tests","3D135008 | Validate that the '?' symbol is visible on the color and opacity button when multiple objects with varying colors and opacities are selected. | Tanush Mane","3D135008 | Validate that the '?' symbol is visible on the color and opacity button when multiple objects with varying colors and opacities are selected. | Tanush Mane",""
"passed","Sun Jan 21 20:18:41 UTC 2024","Sun Jan 21 20:20:31 UTC 2024","110088","","Resize torus command tests","","Resize torus command tests","3D080007 | validate error message for incorrect inputs for Resize torus. | Abhishek Benni","3D080007 | validate error message for incorrect inputs for Resize torus. | Abhishek Benni",""
"passed","Sun Jan 21 19:42:17 UTC 2024","Sun Jan 21 19:43:39 UTC 2024","82383","","Part Navigator History free mode command tests","","Part Navigator History free mode command tests","3D095003 | Verify the default mode for new Design from Project details page | Varsha Chaudhari","3D095003 | Verify the default mode for new Design from Project details page | Varsha Chaudhari",""
"passed","Sun Jan 21 19:24:26 UTC 2024","Sun Jan 21 19:26:13 UTC 2024","106935","","Resize Hole command tests","","Resize Hole command tests","3D037509 | Validate Error Message for resize Countersunk Angle with negative inputs | Prasen Rokade","3D037509 | Validate Error Message for resize Countersunk Angle with negative inputs | Prasen Rokade",""
"broken","Sun Jan 21 18:58:28 UTC 2024","Sun Jan 21 19:01:44 UTC 2024","196552","","Perpendicular Command tests","","Perpendicular Command tests","3D058218 | ME-332651-Error Scenario - perpendicular command | Abhijeet Sabale","3D058218 | ME-332651-Error Scenario - perpendicular command | Abhijeet Sabale",""
"passed","Sun Jan 21 22:42:29 UTC 2024","Sun Jan 21 22:45:08 UTC 2024","159696","","Place Component tests","","Place Component tests","3DA015014 | Verify if same component /part is placed from diffrent project then single entry is created for such parts/component . | Prakash Sutar","3DA015014 | Verify if same component /part is placed from diffrent project then single entry is created for such parts/component . | Prakash Sutar",""
"broken","Sun Jan 21 22:30:53 UTC 2024","Sun Jan 21 22:36:49 UTC 2024","356757","","Part Configurator in catalog test","","Part Configurator in catalog test","3DA021502 | Verify Part configurator pane after clicking on node from search page with breadcrumb validation. | Pratik Deshpande","3DA021502 | Verify Part configurator pane after clicking on node from search page with breadcrumb validation. | Pratik Deshpande",""
"passed","Sun Jan 21 20:55:54 UTC 2024","Sun Jan 21 20:58:37 UTC 2024","163783","","coordinate System tests","","coordinate System tests","3D155003 | Show/Hide Datum coordinate system in existing part file- saved as the part file-Verify Datum coordinate system is seen  shown/hidden in the new saved as part. | Abhijeet Sabale","3D155003 | Show/Hide Datum coordinate system in existing part file- saved as the part file-Verify Datum coordinate system is seen  shown/hidden in the new saved as part. | Abhijeet Sabale",""
"passed","Sun Jan 21 21:05:14 UTC 2024","Sun Jan 21 21:06:50 UTC 2024","96570","","Last Save Setting tests","","Last Save Setting tests","3D145002 | Verify last saved settings for body and Multi Select Mode, check both selection remains activated after reloading Page. | Prajakta Patil","3D145002 | Verify last saved settings for body and Multi Select Mode, check both selection remains activated after reloading Page. | Prajakta Patil",""
"passed","Sun Jan 21 22:20:55 UTC 2024","Sun Jan 21 22:24:39 UTC 2024","223860","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021002 | Validate User should be able to expand and collapse the nodes in the tree view and place a part from preview shown. | Prakash Sutar","3DA021002 | Validate User should be able to expand and collapse the nodes in the tree view and place a part from preview shown. | Prakash Sutar",""
"passed","Sun Jan 21 19:31:28 UTC 2024","Sun Jan 21 19:33:02 UTC 2024","93919","","Mirror command tests","","Mirror command tests","3D060005 | Validate Mirror for single body about XZ plane | Varsha Chaudhari","3D060005 | Validate Mirror for single body about XZ plane | Varsha Chaudhari",""
"passed","Sun Jan 21 20:27:52 UTC 2024","Sun Jan 21 20:29:24 UTC 2024","91506","","Edit Dimension tests","","Edit Dimension tests","3D077516 | ME-291333 - To verify preview is displayed before committing changes. | Prajakta Patil","3D077516 | ME-291333 - To verify preview is displayed before committing changes. | Prajakta Patil",""
"passed","Sun Jan 21 22:16:07 UTC 2024","Sun Jan 21 22:18:30 UTC 2024","143431","","Assembly Create In Place Command tests","","Assembly Create In Place Command tests","3DA000006 | Verify the Error message Scenario when Create In Place is invoked for an unsaved file. | Prajakta Patil","3DA000006 | Verify the Error message Scenario when Create In Place is invoked for an unsaved file. | Prajakta Patil",""
"passed","Sun Jan 21 18:36:35 UTC 2024","Sun Jan 21 18:37:53 UTC 2024","78159","","Inquire command tests","","Inquire command tests","3D086501 | To verify Inquire command for Cylindrical Face | Abhishek Benni","3D086501 | To verify Inquire command for Cylindrical Face | Abhishek Benni",""
"passed","Sun Jan 21 20:16:51 UTC 2024","Sun Jan 21 20:18:03 UTC 2024","71801","","Unite command tests","","Unite command tests","3D050007 | Validate Unite dialog with Pre selection. | Snehal Atre","3D050007 | Validate Unite dialog with Pre selection. | Snehal Atre",""
"passed","Sun Jan 21 18:48:24 UTC 2024","Sun Jan 21 18:50:24 UTC 2024","120665","","Create Hole command tests","","Create Hole command tests","3D035010 | Verify Simple hole Creation with Hole extent as To Target | Prakash Sutar","3D035010 | Verify Simple hole Creation with Hole extent as To Target | Prakash Sutar",""
"passed","Sun Jan 21 21:50:08 UTC 2024","Sun Jan 21 21:51:18 UTC 2024","70857","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000221 | User able to navigate to Zel X projects page without saving the edited 3DA-JT file | Suba Gopalakrishnan","Z000221 | User able to navigate to Zel X projects page without saving the edited 3DA-JT file | Suba Gopalakrishnan",""
"passed","Sun Jan 21 20:44:17 UTC 2024","Sun Jan 21 20:47:29 UTC 2024","192125","","Revise command tests","","Revise command tests","3D007556 | Validate user can use save as option with revised file. | Pratik Deshpande","3D007556 | Validate user can use save as option with revised file. | Pratik Deshpande",""
"passed","Sun Jan 21 18:46:03 UTC 2024","Sun Jan 21 18:47:15 UTC 2024","72169","","Inquire command tests","","Inquire command tests","3D086508 | To verify for multi Selection | Abhishek Benni","3D086508 | To verify for multi Selection | Abhishek Benni",""
"broken","Sun Jan 21 21:33:48 UTC 2024","Sun Jan 21 21:45:41 UTC 2024","713248","","Solidedge Files  tests","","Solidedge Files  tests","3D160004 | The user should be able to modify the SE file in 3DA author with Shell command. | Abhijeet Sabale","3D160004 | The user should be able to modify the SE file in 3DA author with Shell command. | Abhijeet Sabale",""
"broken","Sun Jan 21 21:16:20 UTC 2024","Sun Jan 21 21:21:03 UTC 2024","283437","","Identify top level assembly tests","","Identify top level assembly tests","Z000102 | Identify top level assembly in a project in zel-x inside Folder and verify top level assembly - ToolTip | Priyanka Gaonkar","Z000102 | Identify top level assembly in a project in zel-x inside Folder and verify top level assembly - ToolTip | Priyanka Gaonkar",""
"broken","Sun Jan 21 22:44:37 UTC 2024","Sun Jan 21 22:53:52 UTC 2024","554350","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021008 | ME-357469 -Catalog option shown in navigation view can not be scrolled to last element . | Prakash Sutar","3DA021008 | ME-357469 -Catalog option shown in navigation view can not be scrolled to last element . | Prakash Sutar",""
"passed","Sun Jan 21 18:53:04 UTC 2024","Sun Jan 21 18:54:24 UTC 2024","80639","","Tangent Command tests","","Tangent Command tests","3D057788 | Verify tangent Command dialog | Sanjana Marta","3D057788 | Verify tangent Command dialog | Sanjana Marta",""
"passed","Sun Jan 21 22:04:41 UTC 2024","Sun Jan 21 22:05:59 UTC 2024","77979","","Create and Edit Project tests","","Create and Edit Project tests","Z000802 |  Edit all fields on edit dialog and vrify changes on PDP | Priyanka Gaonkar","Z000802 |  Edit all fields on edit dialog and vrify changes on PDP | Priyanka Gaonkar",""
"passed","Sun Jan 21 21:44:42 UTC 2024","Sun Jan 21 21:45:40 UTC 2024","57505","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000216 | navigate to ZelX Projects page from 3DA-JT file - no edits | Suba Gopalakrishnan","Z000216 | navigate to ZelX Projects page from 3DA-JT file - no edits | Suba Gopalakrishnan",""
"broken","Sun Jan 21 22:55:39 UTC 2024","Sun Jan 21 22:56:45 UTC 2024","66026","","Assembly constraints tests","","Assembly constraints tests","3DA030020 | Validate the Edit workflow for conflicting constraints when clicked on Continue | Prajakta Patil","3DA030020 | Validate the Edit workflow for conflicting constraints when clicked on Continue | Prajakta Patil",""
"passed","Sun Jan 21 20:48:55 UTC 2024","Sun Jan 21 20:50:45 UTC 2024","110231","","measure Command tests","","measure Command tests","3D085002 | Verify user is able to select datum planes in the Measure command for To Object field. | Abhijeet Sabale","3D085002 | Verify user is able to select datum planes in the Measure command for To Object field. | Abhijeet Sabale",""
"passed","Sun Jan 21 19:50:07 UTC 2024","Sun Jan 21 19:51:34 UTC 2024","86370","","Part Navigator Supress, Unsupress & Delete tests","","Part Navigator Supress, Unsupress & Delete tests","3D097006 | Validate suppressed body can be deleted using delete ctb command in model history with dependent child features . | Pratik Deshpande","3D097006 | Validate suppressed body can be deleted using delete ctb command in model history with dependent child features . | Pratik Deshpande",""
"failed","Sun Jan 21 20:03:16 UTC 2024","Sun Jan 21 20:04:15 UTC 2024","59243","","Create Dimension tests","","Create Dimension tests","3D075001 | Validate Dimension Dialog & cancel using escape | Snehal Atre","3D075001 | Validate Dimension Dialog & cancel using escape | Snehal Atre",""
"passed","Sun Jan 21 18:55:07 UTC 2024","Sun Jan 21 18:56:17 UTC 2024","69942","","Symmetric Command tests","","Symmetric Command tests","3D057930 | Verify Symmetric Command And its tooltip text | Pratik Deshpande","3D057930 | Verify Symmetric Command And its tooltip text | Pratik Deshpande",""
"passed","Sun Jan 21 19:59:59 UTC 2024","Sun Jan 21 20:01:47 UTC 2024","107607","","Resize Chamfer command tests","","Resize Chamfer command tests","3D047501 | Resize Chamfer with valid inputs | Mangesh Nikam","3D047501 | Resize Chamfer with valid inputs | Mangesh Nikam",""
"passed","Sun Jan 21 19:48:22 UTC 2024","Sun Jan 21 19:50:41 UTC 2024","139118","","Resize Hole command tests","","Resize Hole command tests","3D037522 | Resize Simple Hole as Counterbore Hole | Tanush Mane","3D037522 | Resize Simple Hole as Counterbore Hole | Tanush Mane",""
"passed","Sun Jan 21 20:47:18 UTC 2024","Sun Jan 21 20:48:55 UTC 2024","96782","","measure Command tests","","measure Command tests","3D085001 | Verify user is able to select datum planes in the Measure command for From Objects field. | Abhijeet Sabale","3D085001 | Verify user is able to select datum planes in the Measure command for From Objects field. | Abhijeet Sabale",""
"passed","Sun Jan 21 21:22:05 UTC 2024","Sun Jan 21 21:23:11 UTC 2024","65931","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000202 | navigate to ZelX Home page from 3DA - no edits | Suba Gopalakrishnan","Z000202 | navigate to ZelX Home page from 3DA - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 22:02:26 UTC 2024","Sun Jan 21 22:03:26 UTC 2024","60522","","Kanban View for Project","","Kanban View for Project","Z015013 | Verify acces permission message for User with review access. | Prakash Sutar","Z015013 | Verify acces permission message for User with review access. | Prakash Sutar",""
"passed","Sun Jan 21 19:48:40 UTC 2024","Sun Jan 21 19:50:40 UTC 2024","119857","","Part Navigator Edit Rollback command tests","","Part Navigator Edit Rollback command tests","3D097502 | Validate Subtract feature get updated via Edit with Rollback if the user changed the tool / target bodies. | Pratik Deshpande","3D097502 | Validate Subtract feature get updated via Edit with Rollback if the user changed the tool / target bodies. | Pratik Deshpande",""
"passed","Sun Jan 21 19:39:14 UTC 2024","Sun Jan 21 19:41:29 UTC 2024","134345","","Resize Hole command tests","","Resize Hole command tests","3D037517 | Resize Taper as simple Hole | Prasen Rokade","3D037517 | Resize Taper as simple Hole | Prasen Rokade",""
"passed","Sun Jan 21 18:41:29 UTC 2024","Sun Jan 21 18:42:51 UTC 2024","82276","","Coplanar Command tests","","Coplanar Command tests","3D057502 | Verify colpanar Command dialog | Sanjana Marta","3D057502 | Verify colpanar Command dialog | Sanjana Marta",""
"passed","Sun Jan 21 22:02:18 UTC 2024","Sun Jan 21 22:03:16 UTC 2024","57660","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000231 | navigate to ZelX Projects page from 3DA-XT file - no edits | Suba Gopalakrishnan","Z000231 | navigate to ZelX Projects page from 3DA-XT file - no edits | Suba Gopalakrishnan",""
"passed","Sun Jan 21 18:47:15 UTC 2024","Sun Jan 21 18:48:32 UTC 2024","77020","","Inquire command tests","","Inquire command tests","3D086509 | close inquire command with Esc key | Abhishek Benni","3D086509 | close inquire command with Esc key | Abhishek Benni",""
"passed","Sun Jan 21 19:09:22 UTC 2024","Sun Jan 21 19:10:24 UTC 2024","62657","","Subtract command tests","","Subtract command tests","3D053001 | Verify subtract Command And its tooltip text | Tanush Mane","3D053001 | Verify subtract Command And its tooltip text | Tanush Mane",""
"passed","Sun Jan 21 20:27:02 UTC 2024","Sun Jan 21 20:29:48 UTC 2024","165976","","Place body tests","","Place body tests","3D130006 | Validate that user can place last placed file again. | Prakash Sutar","3D130006 | Validate that user can place last placed file again. | Prakash Sutar",""
"failed","Sun Jan 21 22:28:23 UTC 2024","Sun Jan 21 22:30:53 UTC 2024","149920","","Part Configurator in catalog test","","Part Configurator in catalog test","3DA021501 | Verify Part configurator pane after clicking on node from navigation tree with image preview validation. | Pratik Deshpande","3DA021501 | Verify Part configurator pane after clicking on node from navigation tree with image preview validation. | Pratik Deshpande",""
"passed","Sun Jan 21 22:16:56 UTC 2024","Sun Jan 21 22:20:24 UTC 2024","207816","","Assembly Save As command tests","","Assembly Save As command tests","3DA0012503 | Validate assembly save As when delete existing part from assembly. | Prajakta Patil","3DA0012503 | Validate assembly save As when delete existing part from assembly. | Prajakta Patil",""
"passed","Sun Jan 21 20:01:13 UTC 2024","Sun Jan 21 20:03:40 UTC 2024","146577","","Sketch command tests","","Sketch command tests","3D015020 | Validate sketch for Line drawn | Prasen Rokade","3D015020 | Validate sketch for Line drawn | Prasen Rokade",""
"passed","Sun Jan 21 19:10:04 UTC 2024","Sun Jan 21 19:14:11 UTC 2024","247022","","Save command tests","","Save command tests","3D005009 | Save for Mirror command | Varsha Chaudhari","3D005009 | Save for Mirror command | Varsha Chaudhari",""
"passed","Sun Jan 21 21:47:35 UTC 2024","Sun Jan 21 21:48:58 UTC 2024","82618","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000219 | Navigate to ZelX Settings page from 3DA-JT file - no edits | Suba Gopalakrishnan","Z000219 | Navigate to ZelX Settings page from 3DA-JT file - no edits | Suba Gopalakrishnan",""
"failed","Sun Jan 21 22:31:07 UTC 2024","Sun Jan 21 22:32:13 UTC 2024","66047","","Search Filters in catalog test","","Search Filters in catalog test","3DA020506 | Validate filter section are scrollable and user is able to see last section. | Pratik Deshpande","3DA020506 | Validate filter section are scrollable and user is able to see last section. | Pratik Deshpande",""
"passed","Sun Jan 21 19:18:13 UTC 2024","Sun Jan 21 19:20:25 UTC 2024","131994","","Resize Hole command tests","","Resize Hole command tests","3D037506 | Resize Counterbore as taper Hole | Prasen Rokade","3D037506 | Resize Counterbore as taper Hole | Prasen Rokade",""
"passed","Sun Jan 21 21:58:43 UTC 2024","Sun Jan 21 22:00:02 UTC 2024","79281","","Kanban View for Project","","Kanban View for Project","Z015010 | Verify moveTo event in kanban view | Prakash Sutar","Z015010 | Verify moveTo event in kanban view | Prakash Sutar",""
"passed","Sun Jan 21 18:37:43 UTC 2024","Sun Jan 21 18:39:14 UTC 2024","91457","","Replace Command tests","","Replace Command tests","3D055002 | Verify replace Command dialog | Varsha Chaudhari","3D055002 | Verify replace Command dialog | Varsha Chaudhari",""
"passed","Sun Jan 21 18:41:01 UTC 2024","Sun Jan 21 18:42:03 UTC 2024","62004","","Inquire command tests","","Inquire command tests","3D086504 | To verify Inquire command for Planer face | Abhishek Benni","3D086504 | To verify Inquire command for Planer face | Abhishek Benni",""
"passed","Sun Jan 21 18:36:36 UTC 2024","Sun Jan 21 18:37:50 UTC 2024","74033","","Create Hole command tests","","Create Hole command tests","3D035001 | Verify Hole command and tooltip in command pane. | Prakash Sutar","3D035001 | Verify Hole command and tooltip in command pane. | Prakash Sutar",""
"passed","Sun Jan 21 19:40:10 UTC 2024","Sun Jan 21 19:42:11 UTC 2024","120837","","Part Navigator History mode command tests","","Part Navigator History mode command tests","3D096501 | Validate on placing the body in the graphic area from the library,the bodies get listed in the part navigator | Prakash Sutar","3D096501 | Validate on placing the body in the graphic area from the library,the bodies get listed in the part navigator | Prakash Sutar",""
"passed","Sun Jan 21 21:10:57 UTC 2024","Sun Jan 21 21:12:33 UTC 2024","95531","","Last Save Setting tests","","Last Save Setting tests","3D145005 | Validate last saved settings for Part navigator and Check that Part Navigator remains open after loading the page. | Prajakta Patil","3D145005 | Validate last saved settings for Part navigator and Check that Part Navigator remains open after loading the page. | Prajakta Patil",""
"passed","Sun Jan 21 18:36:35 UTC 2024","Sun Jan 21 18:37:43 UTC 2024","68432","","Replace Command tests","","Replace Command tests","3D055001 | Verify replace Command And its tooltip text | Varsha Chaudhari","3D055001 | Verify replace Command And its tooltip text | Varsha Chaudhari",""
"passed","Sun Jan 21 20:06:13 UTC 2024","Sun Jan 21 20:08:22 UTC 2024","128854","","Resize torus command tests","","Resize torus command tests","3D080002 | ME-311812-validate resize torus with positive inputs  | Abhishek Benni","3D080002 | ME-311812-validate resize torus with positive inputs  | Abhishek Benni",""
"passed","Sun Jan 21 21:41:01 UTC 2024","Sun Jan 21 21:43:40 UTC 2024","159291","","Solidworks Files tests","","Solidworks Files tests","3D160006 | The user should be able to modify the SW file in 3DA author with Blend command. | Abhijeet Sabale","3D160006 | The user should be able to modify the SW file in 3DA author with Blend command. | Abhijeet Sabale",""
"passed","Sun Jan 21 20:07:03 UTC 2024","Sun Jan 21 20:10:46 UTC 2024","222982","","Export PDF in 3DA tests","","Export PDF in 3DA tests","3D090008 | Verify 2D PDF created & Open in new window for .jt file | Tanush Mane","3D090008 | Verify 2D PDF created & Open in new window for .jt file | Tanush Mane",""
"passed","Sun Jan 21 19:05:42 UTC 2024","Sun Jan 21 19:08:03 UTC 2024","140772","","Perpendicular Command tests","","Perpendicular Command tests","3D058221 | Valid Scenario: through point - Edge - perpendicular command | Sanjana Marta","3D058221 | Valid Scenario: through point - Edge - perpendicular command | Sanjana Marta",""
"passed","Sun Jan 21 18:44:43 UTC 2024","Sun Jan 21 18:46:03 UTC 2024","79162","","Inquire command tests","","Inquire command tests","3D086507 | Verify tooltip for Inquire Command | Abhishek Benni","3D086507 | Verify tooltip for Inquire Command | Abhishek Benni",""
"broken","Sun Jan 21 22:14:49 UTC 2024","Sun Jan 21 22:20:55 UTC 2024","366598","","Catalog part placement in catalog test","","Catalog part placement in catalog test","3DA021001 | Validate content of catalog loads on close and reopen pane and refresh | Prakash Sutar","3DA021001 | Validate content of catalog loads on close and reopen pane and refresh | Prakash Sutar",""
"passed","Sun Jan 21 18:44:29 UTC 2024","Sun Jan 21 18:46:13 UTC 2024","104292","","Replace Command tests","","Replace Command tests","3D055007 | Error Scenario 3 - Invalid Replacement faces selection  | Varsha Chaudhari","3D055007 | Error Scenario 3 - Invalid Replacement faces selection  | Varsha Chaudhari",""
"broken","Sun Jan 21 21:13:16 UTC 2024","Sun Jan 21 21:25:08 UTC 2024","712479","","Solidedge Files  tests","","Solidedge Files  tests","3D162502 | The user should be able to open the SE part and Sheet Metal files in V&M (Markup 3D) | Abhijeet Sabale","3D162502 | The user should be able to open the SE part and Sheet Metal files in V&M (Markup 3D) | Abhijeet Sabale",""
"broken","Sun Jan 21 20:34:38 UTC 2024","Sun Jan 21 21:40:58 UTC 2024","3979174","","Create Blend command tests","","Create Blend command tests","""after each"" hook for Create Blend command tests","""after each"" hook for Create Blend command tests",""
"failed","Sun Jan 21 22:03:58 UTC 2024","Sun Jan 21 22:04:41 UTC 2024","43430","","Create and Edit Project tests","","Create and Edit Project tests","Z000801 | validate default create project dialog | Priyanka Gaonkar","Z000801 | validate default create project dialog | Priyanka Gaonkar",""
"passed","Sun Jan 21 21:31:23 UTC 2024","Sun Jan 21 21:32:09 UTC 2024","46173","","Guest User tests","","Guest User tests","Z010004 | Command validations for paid guest user, with Review | Tanush Mane","Z010004 | Command validations for paid guest user, with Review | Tanush Mane",""
"passed","Sun Jan 21 21:53:58 UTC 2024","Sun Jan 21 21:55:06 UTC 2024","67868","","Navigation to ZelX Pages PRT files","","Navigation to ZelX Pages PRT files","Z000224 | User able to navigate to Zel X Settings page without saving the edited 3DA-JT file | Suba Gopalakrishnan","Z000224 | User able to navigate to Zel X Settings page without saving the edited 3DA-JT file | Suba Gopalakrishnan",""
"broken","Sun Jan 21 21:52:12 UTC 2024","Sun Jan 21 21:54:13 UTC 2024","121081","","Design Revision Command","","Design Revision Command","Z000306 | Verify multiple revisions of same file are selected, revision button is disabled also validate the message. | Abhishek Benni","Z000306 | Verify multiple revisions of same file are selected, revision button is disabled also validate the message. | Abhishek Benni",""
"passed","Sun Jan 21 20:29:24 UTC 2024","Sun Jan 21 20:30:59 UTC 2024","95409","","Edit Dimension tests","","Edit Dimension tests","3D077517 | To verify when user double click on right of the linear dimension text it should edit PMI dimension between edges that do not exist on a single plane. | Prajakta Patil","3D077517 | To verify when user double click on right of the linear dimension text it should edit PMI dimension between edges that do not exist on a single plane. | Prajakta Patil",""
"passed","Sun Jan 21 20:19:21 UTC 2024","Sun Jan 21 20:21:55 UTC 2024","153232","","Create New design command tests","","Create New design command tests","3D000002 | Validate Create New Design command with Save (click ok on dialog) from Empty Project and ME-294073 - new design can be saved with the default name as Untitled | Abhijeet Sabale","3D000002 | Validate Create New Design command with Save (click ok on dialog) from Empty Project and ME-294073 - new design can be saved with the default name as Untitled | Abhijeet Sabale",""
"passed","Sun Jan 21 18:36:36 UTC 2024","Sun Jan 21 18:37:49 UTC 2024","73175","","Delete command tests","","Delete command tests","3D010001 | Verify Delete Command And its tooltip text | Varsha Chaudhari","3D010001 | Verify Delete Command And its tooltip text | Varsha Chaudhari",""
"passed","Sun Jan 21 20:03:39 UTC 2024","Sun Jan 21 20:05:49 UTC 2024","130157","","Resize Chamfer command tests","","Resize Chamfer command tests","3D047503 | Execute Asymmetric Resize Chamfer editing Distance and Distance 2 | Mangesh Nikam","3D047503 | Execute Asymmetric Resize Chamfer editing Distance and Distance 2 | Mangesh Nikam",""
"passed","Sun Jan 21 20:44:31 UTC 2024","Sun Jan 21 20:46:00 UTC 2024","89033","","Create New design command tests","","Create New design command tests","3D000014 | Validate that after selecting millimeter option file are opened in mm units | Abhijeet Sabale","3D000014 | Validate that after selecting millimeter option file are opened in mm units | Abhijeet Sabale",""
"passed","Sun Jan 21 18:40:54 UTC 2024","Sun Jan 21 18:45:20 UTC 2024","266399","","Save command tests","","Save command tests","3D005002 | Save for Delete Face scenario | Varsha Chaudhari","3D005002 | Save for Delete Face scenario | Varsha Chaudhari",""
"passed","Sun Jan 21 20:35:05 UTC 2024","Sun Jan 21 20:37:08 UTC 2024","122252","","Edit Dimension tests","","Edit Dimension tests","3D077520 | To verify while editing dimension with '0' value, error message should display. | Prajakta Patil","3D077520 | To verify while editing dimension with '0' value, error message should display. | Prajakta Patil",""
"broken","Sun Jan 21 19:47:21 UTC 2024","Sun Jan 21 19:47:25 UTC 2024","4288","","Part Navigator History free mode command tests","","Part Navigator History free mode command tests","3D095006 | Verify History free mode entry in part navigator - Mirror command | Varsha Chaudhari","3D095006 | Verify History free mode entry in part navigator - Mirror command | Varsha Chaudhari",""
"passed","Sun Jan 21 20:33:09 UTC 2024","Sun Jan 21 20:35:05 UTC 2024","116259","","Edit Dimension tests","","Edit Dimension tests","3D077519 | Validate the default dialog for edit dimention | Prajakta Patil","3D077519 | Validate the default dialog for edit dimention | Prajakta Patil",""
"passed","Sun Jan 21 19:42:11 UTC 2024","Sun Jan 21 19:44:20 UTC 2024","129258","","Part Navigator History mode command tests","","Part Navigator History mode command tests","3D096502 | Validate on placing the body in the graphic area from the Recent,the bodies get listed in the part navigator | Prakash Sutar","3D096502 | Validate on placing the body in the graphic area from the Recent,the bodies get listed in the part navigator | Prakash Sutar",""
"passed","Sun Jan 21 18:45:42 UTC 2024","Sun Jan 21 18:47:20 UTC 2024","97584","","Delete command tests","","Delete command tests","3D010008 | Delete multiple bodies | Varsha Chaudhari","3D010008 | Delete multiple bodies | Varsha Chaudhari",""
"passed","Sun Jan 21 19:34:42 UTC 2024","Sun Jan 21 19:36:39 UTC 2024","117506","","Edit Flange command tests","","Edit Flange command tests","3DH003002 | Validate length of a Flange. | Snehal Atre","3DH003002 | Validate length of a Flange. | Snehal Atre",""
"passed","Sun Jan 21 22:18:21 UTC 2024","Sun Jan 21 22:23:17 UTC 2024","295326","","Place Component tests","","Place Component tests","3DA015005 | Verify that the newly added NX file is displayed under Current Project and deleted file is not displayed in the recent node. | Prakash Sutar","3DA015005 | Verify that the newly added NX file is displayed under Current Project and deleted file is not displayed in the recent node. | Prakash Sutar",""
"broken","Sun Jan 21 21:17:18 UTC 2024","Sun Jan 21 21:29:11 UTC 2024","713661","","Solidworks Files tests","","Solidworks Files tests","3D160004 | The user should be able to modify the SW file in 3DA author with Shell command. | Abhijeet Sabale","3D160004 | The user should be able to modify the SW file in 3DA author with Shell command. | Abhijeet Sabale",""
"passed","Sun Jan 21 22:09:35 UTC 2024","Sun Jan 21 22:13:09 UTC 2024","214305","","Assembly Save command tests","","Assembly Save command tests","3DA0010001 | ME-331991 - Save for Create In Place Command. | Prajakta Patil","3DA0010001 | ME-331991 - Save for Create In Place Command. | Prajakta Patil",""
"passed","Sun Jan 21 19:05:45 UTC 2024","Sun Jan 21 19:07:13 UTC 2024","87991","","Place Library shape Tests","","Place Library shape Tests","3D110001 | Validate Block title and library under Blocks option is loaded for existing Design. | Abhishek Benni","3D110001 | Validate Block title and library under Blocks option is loaded for existing Design. | Abhishek Benni",""
"passed","Sun Jan 21 19:18:13 UTC 2024","Sun Jan 21 19:19:54 UTC 2024","100957","","Intersect command tests","","Intersect command tests","3D051506 | Validate error message for Intersect for tool outside target body. | Abhishek Benni","3D051506 | Validate error message for Intersect for tool outside target body. | Abhishek Benni",""
"passed","Sun Jan 21 21:29:43 UTC 2024","Sun Jan 21 21:30:33 UTC 2024","50458","","Guest User tests","","Guest User tests","Z010002 | Command validations for free guest user, with Review and Download | Tanush Mane","Z010002 | Command validations for free guest user, with Review and Download | Tanush Mane",""
